,text,labels
1330,I can't buy a bike. //n I can't buy a bike too expensive.,0
1331,I can't buy a bike too expensive. //n I can't buy a bike.,1
1332,I can't buy a bike. //n I can't buy a blue big bike.,0
1333,I can't buy a blue big bike. //n I can't buy a bike.,1
1334,I can't buy a bike. //n I can't buy a new bike of my dream.,0
1335,I can't buy a new bike of my dream. //n I can't buy a bike.,1
1336,Humans can't live on Mars. //n Humans can't live on Martian soil.,0
1337,Tom can't ride a bicycle. //n Tom can't ride a bicycle that can not be mounted by jim.,0
1338,Tom can't ride a bicycle that can not be mounted by Jim. //n Tom can't ride a bicycle.,1
1339,Tom can't ride a bicycle. //n Tom can't ride a bicycle without brakes.,0
1340,Tom can't ride a bicycle. //n Tom can't ride a very old bicycle.,0
1341,Tom can't ride a very old bicycle. //n Tom can't ride a bicycle.,1
1342,I didn't like beer at that time. //n I didn't like cold beer at that time.,0
1343,I didn't like cold beer at that time. //n I didn't like beer at that time.,1
1344,Tom doesn't have a sister. //n Tom doesn't have a sister who lives in New York.,0
1345,Tom doesn't have a sister who lives in New York. //n Tom doesn't have a sister.,1
1346,Tom doesn't have a sister. //n Tom doesn't have a beautiful sister.,0
1347,Tom doesn't have a beautiful sister. //n Tom doesn't have a sister.,1
1348,Tom doesn't have a sister. //n Tom doesn't have a beautiful sister with red hair.,0
1349,Tom doesn't have a beautiful sister with red hair. //n Tom doesn't have a sister.,1
1350,I don't have a choice. //n I don't have a option.,0
1351,I don't have a choice. //n I don't have a choice and rights.,0
1352,I don't have a choice and rights. //n I don't have a choice.,1
1353,I don't have a choice. //n I don't have an opportunity.,0
1354,Tom is no longer a kid. //n Tom is no longer a child.,0
1355,You don't have to be a genius. //n You don't have to be a big genius man.,0
1356,You don't have to be a big genius man. //n You don't have to be a genius.,1
1357,Chris didn't have a car. //n Chris didn't have a blue colored car.,0
1358,Chris didn't have a blue colored car. //n Chris didn't have a car.,1
1359,Chris didn't have a car. //n Chris didn't have a beautiful car.,0
1360,Chris didn't have a beautiful car. //n Chris didn't have a car.,1
1361,Chris didn't have a car. //n Chris didn't have a fast car.,0
1362,Chris didn't have a fast car. //n Chris didn't have a car.,1
1363,Chris didn't have a car. //n Chris didn't have a proper car for that kind of driving.,0
1364,Chris didn't have a proper car for that kind of driving. //n Chris didn't have a car.,1
1365,Tom doesn't make mistakes. //n Tom doesn't make any mistakes.,0
1366,Tom doesn't make mistakes. //n Tom doesn't make any types of mistakes.,0
1367,Tom doesn't make mistakes. //n Tom doesn't make crucial mistakes.,0
1368,Tom doesn't make crucial mistakes. //n Tom doesn't make mistakes.,1
1369,Tom doesn't make mistakes. //n Tom doesn't make big mistakes.,0
1370,Tom doesn't make big mistakes. //n Tom doesn't make mistakes.,1
1371,She has no fashion sense. //n She has no general fashion sense.,0
1372,She has no general fashion sense. //n She has no fashion sense.,1
1373,Tom doesn't want an IPad. //n Tom doesn't want an apple IPhone.,0
1374,Tom doesn't want an IPad. //n Tom doesn't want an apple product.,1
1375,Tom doesn't want an apple product. //n Tom doesn't want an IPad.,0
1376,"Tom doesn't want an IPad, but he wants a portable device that supports flash. //n Tom doesn't want an iproduct, but he wants a portable device that supports flash.",0
1377,I have no more ideas. //n I have no more brilliant ideas.,0
1378,I have no more brilliant ideas. //n I have no more ideas.,1
1379,I have no more ideas. //n I have no better ideas anymore.,0
1380,I have no more ideas. //n I have no more new ideas.,0
1381,I have no more new ideas. //n I have no more ideas.,1
1382,I have no more ideas. //n I have no more important ideas.,0
1383,I have no more important ideas. //n I have no more ideas.,1
1384,I can't understand the psychology of adolescents. //n I can't understand the psychology of current adolescents.,0
1385,I can't understand the psychology of current adolescents. //n I can't understand the psychology of adolescents.,1
1386,I can't understand the psychology of adolescents. //n I can't understand the psychology of most adolescents.,0
1387,I can't understand the psychology of adolescents. //n I can't understand the psychology of some adolescents.,0
1388,No wedding would be complete without a fight with a partner. //n No wedding would be complete without a fight.,0
1389,No wedding would be complete without a fight. //n No wedding would be complete without a fight with a partner.,1
1390,He has no interest in politics. //n He has no desire in politics.,0
1391,He has no interest in politics. //n He has no good interest in politics.,0
1392,He has no good interest in politics. //n He has no interest in politics.,1
1393,He has no interest in politics. //n He has no great interest in politics.,0
1394,He has no great interest in politics. //n He has no interest in politics.,1
1395,He has no interest in politics. //n He does not have any interest in politics.,0
1396,Tom has no wish to study. //n Tom has no desire to study.,0
1397,"If you have a question, please raise your right hand. //n If you have a proper question, please raise your right hand.",0
1398,"If you have a question, please raise your right hand. //n If you have a question not resolved, please raise your right hand.",0
1399,"If you have a question, please raise your right hand. //n If you have a good question, please raise your right hand.",0
1400,"If you have a question, please raise your right hand. //n If you want to ask a question, please raise your right hand.",0
1401,Tom doesn't actually live within Boston city limits. //n Tom doesn't actually live within Boston city area.,0
1402,Tom doesn't actually live within Boston city limits. //n Tom doesn't actually live within Boston city official limits.,0
1403,Tom doesn't actually live within Boston city official limits. //n Tom doesn't actually live within Boston city limits.,1
1404,Tom doesn't actually live within Boston city limits. //n Tom doesn't actually live within Boston city metropolitan limits.,0
1405,Tom doesn't actually live within Boston city metropolitan limits. //n Tom doesn't actually live within Boston city limits.,1
1406,Tom will probably never go to Boston again. //n Tom will probably never go to Boston stadium for the game again.,0
1407,Tom will probably never go to Boston stadium for the game again. //n Tom will probably never go to Boston again.,1
1408,I don't have enough friends. //n I don't have enough good friends.,0
1409,I don't have enough good friends. //n I don't have enough friends.,1
1410,I don't have enough friends. //n I don't have enough loyal friends.,0
1411,I don't have enough loyal friends. //n I don't have enough friends.,1
1412,He doesn't have a computer. //n He doesn't have a desktop computer.,0
1413,He doesn't have a desktop computer. //n He doesn't have a computer.,1
1414,Tom seldom wears a hat. //n Tom seldom wears a big hat.,0
1415,Tom seldom wears a big hat. //n Tom seldom wears a hat.,1
1416,Tom seldom wears a hat. //n Tom seldom wears a black cowboy hat.,0
1417,Tom seldom wears a black cowboy hat. //n Tom seldom wears a hat.,1
1418,He believed that blacks could win their fight for equal rights without violence. //n He believed that blacks could win their fight for equal rights without generalized violence.,0
1419,He believed that blacks could win their fight for equal rights without generalized violence. //n He believed that blacks could win their fight for equal rights without violence.,1
1420,He believed that blacks could win their fight for equal rights without violence. //n He believed that blacks could win their fight for equal rights without any serious violence.,0
1421,He believed that blacks could win their fight for equal rights without any serious violence. //n He believed that blacks could win their fight for equal rights without violence.,1
1422,He believed that blacks could win their fight for equal rights without violence. //n He believed that blacks could win their fight for equal rights without using violence.,0
1423,He believed that blacks could win their fight for equal rights without violence. //n He believed that blacks could win their fight for equal rights without violence and rioting.,0
1424,He believed that blacks could win their fight for equal rights without violence and rioting. //n He believed that blacks could win their fight for equal rights without violence.,1
1425,He believed that blacks could win their fight for equal rights without violence. //n He believed that blacks could win their fight for equal rights without widespread violence.,0
1426,He believed that blacks could win their fight for equal rights without  widespread violence. //n He believed that blacks could win their fight for equal rights without violence.,1
1427,Tom doesn't like to eat fish. //n Tom doesn't like to eat fish with many bones.,0
1428,Tom doesn't like to eat fish with many bones. //n Tom doesn't like to eat fish.,1
1429,Tom doesn't like to eat fish. //n Tom doesn't like to eat smoked fish.,0
1430,Tom doesn't like to eat smoked fish. //n Tom doesn't like to eat fish.,1
1431,Tom doesn't like to eat fish. //n Tom doesn't like to eat cooked fish.,0
1432,Tom doesn't like to eat cooked fish. //n Tom doesn't like to eat fish.,1
1433,Tom doesn't like to eat fish. //n Tom doesn't like to eat fish cooked in restaurants.,0
1434,Tom doesn't like to eat fish cooked in restaurants. //n Tom doesn't like to eat fish.,1
1435,You can't separate language from culture. //n You can't separate idiom and language speech from culture.,0
